CHIP,INDEX,ECHELLE,WAVE
RED,15,87,7017.2518
RED,16,86,7178.1644
RED,16,86,7175.34951
RED,16,86,7172.3364
RED,16,86,7161.92062
RED,16,86,7156.92608
RED,16,86,7156.7348
RED,16,86,7155.5592
RED,16,86,7152.25538
RED,16,86,7150.52951
RED,16,86,7144.3002
RED,16,86,7134.5767
RED,16,86,7133.3232
RED,16,86,7132.6892
RED,16,86,7116.3594
RED,16,86,7114.881
RED,16,86,7111.8204
RED,16,86,7111.1422
RED,16,86,7102.4727
RED,17,85,7260.17631
RED,17,85,7257.35281
RED,17,85,7255.6744
RED,17,85,7248.1239
RED,17,85,7246.69282
RED,17,85,7244.3515
RED,17,85,7244.0874
RED,17,85,7242.1803
RED,17,85,7232.8544
RED,17,85,7222.97
RED,17,85,7221.14076
RED,17,85,7220.04344
RED,17,85,7219.7459
RED,17,85,7214.67737
RED,17,85,7208.46891
RED,17,85,7202.02956
RED,17,85,7193.11501
RED,17,85,7190.5127
RED,18,84,7344.6002
RED,18,84,7344.3229
RED,18,84,7343.17393
RED,18,84,7337.596
RED,18,84,7331.5094
RED,18,84,7330.30396
RED,18,84,7326.82548
RED,18,84,7317.082
RED,18,84,7310.6552
RED,18,84,7307.2073
RED,18,84,7304.441
RED,18,84,7300.1536
RED,18,84,7286.91042
RED,19,83,7432.2997
RED,19,83,7430.98632
RED,19,83,7420.59264
RED,19,83,7419.834
RED,19,83,7413.7802
RED,19,83,7404.29108
RED,19,83,7378.90918
RED,19,83,7372.8554
RED,19,83,7363.3723
RED,20,82,7533.2168
RED,20,82,7527.57957
RED,20,82,7525.2062
RED,20,82,7520.8513
RED,20,82,7513.8594
RED,20,82,7510.5462
RED,20,82,7501.0674
RED,20,82,7495.4902
RED,20,82,7490.0353
RED,20,82,7485.68644
RED,20,82,7483.41454
RED,20,82,7457.2613
RED,20,82,7451.8616
RED,20,82,7451.6582
RED,20,82,7449.90008
RED,20,82,7446.79857
RED,21,81,7622.1784
RED,21,81,7609.91738
RED,21,81,7605.7168
RED,21,81,7600.2971
RED,21,81,7588.3014
RED,21,81,7587.88019
RED,21,81,7575.43
RED,21,81,7569.82509
RED,21,81,7567.9341
RED,22,80,7716.0611
RED,22,80,7712.39086
RED,22,80,7705.8063
RED,22,80,7701.8974
RED,22,80,7701.5235
RED,22,80,7700.0416
RED,22,80,7695.9193
RED,22,80,7687.4226
RED,22,80,7685.1361
RED,22,80,7684.1645
RED,22,80,7680.23986
RED,22,80,7678.3339
RED,22,80,7668.6792
RED,22,80,7662.9983
RED,22,80,7662.1327
RED,22,80,7660.43223
RED,22,80,7656.8066
RED,22,80,7655.93521
RED,22,80,7653.8537
RED,22,80,7653.1124
RED,22,80,7640.8835
RED,22,80,7632.41064
RED,23,79,7812.7733
RED,23,79,7806.2869
RED,23,79,7800.50369
RED,23,79,7791.0774
RED,23,79,7789.9442
RED,23,79,7784.45812
RED,23,79,7780.6324
RED,23,79,7774.0843
RED,23,79,7763.8462
RED,23,79,7744.6936
RED,23,79,7731.07795
RED,24,78,7902.49337
RED,24,78,7895.7896
RED,24,78,7888.45261
RED,24,78,7868.13408
RED,24,78,7866.1855
RED,24,78,7850.6141
RED,24,78,7849.9606
RED,24,78,7844.4231
RED,24,78,7843.94853
RED,24,78,7842.4552
RED,24,78,7838.6164
RED,24,78,7837.7776
RED,24,78,7836.6132
RED,25,77,8005.6566
RED,25,77,7995.8794
RED,25,77,7990.17003
RED,25,77,7983.4226
RED,25,77,7976.3528
RED,25,77,7974.78877
RED,25,77,7972.444
RED,25,77,7964.1726
RED,25,77,7963.5519
RED,25,77,7963.3489
RED,25,77,7956.7809
RED,25,77,7943.91078
RED,25,77,7939.91691
RED,26,76,8095.84943
RED,26,76,8094.4665
RED,26,76,8091.708
RED,26,76,8087.44246
RED,26,76,8077.8729
RED,26,76,8064.84772
RED,26,76,8037.8471
RED,26,76,8034.64053
RED,27,75,8219.4849
RED,27,75,8216.4052
RED,27,75,8211.7003
RED,27,75,8209.7365
RED,27,75,8205.4568
RED,27,75,8193.1358
RED,27,75,8172.03296
RED,27,75,8168.6933
RED,27,75,8165.3675
RED,27,75,8159.7868
RED,27,75,8145.37715
RED,27,75,8142.1411
RED,27,75,8140.71319
RED,27,75,8140.1735
RED,28,74,8337.998
RED,28,74,8323.14224
RED,28,74,8313.915
RED,28,74,8306.7095
RED,28,74,8299.4571
RED,28,74,8294.8054
RED,28,74,8290.6946
RED,28,74,8277.90145
RED,28,74,8263.2851
RED,28,74,8261.7823
RED,28,74,8257.0115
RED,28,74,8254.6622
RED,29,73,8452.9989
RED,29,73,8448.83245
RED,29,73,8447.80775
RED,29,73,8423.53946
RED,29,73,8420.31137
RED,29,73,8414.2295
RED,29,73,8406.1068
RED,29,73,8404.2968
RED,29,73,8390.8419
RED,29,73,8389.409
RED,29,73,8388.0331
RED,29,73,8381.5291
RED,29,73,8371.6421
RED,29,73,8369.6934
RED,29,73,8368.3735
RED,29,73,8361.02244
RED,30,72,8577.6864
RED,30,72,8575.47558
RED,30,72,8570.5631
RED,30,72,8560.7973
RED,30,72,8558.67576
RED,30,72,8557.29409
RED,30,72,8546.9428
RED,30,72,8546.07
RED,30,72,8542.13901
RED,30,72,8533.7925
RED,30,72,8521.6719
RED,30,72,8518.89505
RED,30,72,8514.2451
RED,30,72,8503.7772
RED,30,72,8503.0182
RED,31,71,8667.86546
RED,31,71,8658.2531
RED,31,71,8647.68384
RED,31,71,8641.81502
RED,31,71,8640.7346
RED,31,71,8623.6913
RED,31,71,8618.5889
