,Coeff0,Coeff1,Coeff2,Coeff3,BottomEdge,TopEdge,X1,X2
88,1859.9925711157985,-0.00039582875078344375,1.9128928620752452e-07,2.1256602806996545e-11,8.9848,8.7145,0,4079
89,1875.361024188623,-0.0004340849317663406,3.089503658496796e-07,-4.075726983388452e-12,4.0754,4.1213,0,4079
90,1929.4918968108607,-0.001518222287842386,5.796247984454296e-07,-3.1685180346064334e-11,9.3913,10.0259,0,4079
91,1950.3501240632763,-0.001399759103705616,4.644366565557949e-07,-7.362441770678515e-12,7.0453,7.4007,0,4079
92,1969.654017784561,-0.0018619415861333647,7.678858482249637e-07,-6.011515665273033e-11,9.4936,10.1626,0,4079
93,1989.1873981009123,-0.0017996379065973404,7.047925957108008e-07,-4.818546190423772e-11,8.8374,8.9375,0,4079
94,2004.6070979815433,-0.0014015333565333525,5.060118118099098e-07,-1.9786632736820512e-11,4.3203,3.8642,0,4079
95,2061.783734200197,-0.002154939093179607,5.267971149448481e-07,-2.729998734396244e-12,9.5243,9.8763,0,4079
96,2082.521359903148,-0.0019067618261386834,4.596725274909961e-07,-9.076796094394727e-13,7.3172,7.1395,0,4079
97,2101.8021937288813,-0.0020047378916942774,4.219522617849802e-07,1.4876166282535834e-11,9.7577,9.9058,0,4079
98,2121.3123790330387,-0.0020202246652093908,4.3342060575195757e-07,1.2025239392409695e-11,8.782,9.0271,0,4079
99,2136.7696655322784,-0.0018563921769457993,4.6364785793047523e-07,-7.030337923542576e-12,4.1808,3.9947,0,4079
100,2197.2689113760316,-0.002921775935659355,7.162943816394906e-07,-3.251385925321024e-11,9.4678,9.934,0,4079
101,2218.1902568960063,-0.0029777711466028134,7.39830867178785e-07,-3.4500599809927286e-11,7.2885,7.1447,0,4079
102,2237.2753695350266,-0.0026979021090028856,5.379107577348722e-07,-3.9737929201757857e-13,9.6249,10.0386,0,4079
103,2256.7978386031405,-0.0027247139878533127,5.171695227625349e-07,6.576835518095993e-12,8.8086,8.9791,0,4079
104,2272.332624068238,-0.002703406625552628,5.297563343145901e-07,2.3087501091262804e-12,4.1069,4.056,0,4079
105,2336.205196883645,-0.003908141164286722,9.265254504351059e-07,-5.309677099680603e-11,9.549,9.8354,0,4079
106,2357.0301987631083,-0.0035603817644147564,5.814388009221784e-07,1.5559898839857555e-11,7.1402,7.2982,0,4079
107,2376.1722223090183,-0.0036908078324821548,7.945709456570526e-07,-3.230082812693409e-11,9.6481,10.0071,0,4079
108,2395.698520600422,-0.003822080847572024,8.785285720754787e-07,-4.6091853333789216e-11,8.9323,8.8196,0,4079
109,2411.2092955586736,-0.0035885494568434336,6.777492195334598e-07,-7.88495312660091e-12,4.0189,4.1182,0,4079
110,2478.567210292592,-0.004710261539350358,9.828870436211964e-07,-4.3858889485603386e-11,9.4291,9.9446,0,4079
111,2499.417187393748,-0.004662392527573126,9.157019176192423e-07,-2.969670036521313e-11,7.1956,7.2296,0,4079
112,2518.5701288064893,-0.004550657378028264,8.808132690279346e-07,-2.8313183772630322e-11,9.6005,10.0355,0,4079
113,2538.034437717253,-0.004407215004719127,7.45177685908721e-07,-3.17928858963287e-12,8.9389,8.8041,0,4079
114,2553.523503311428,-0.004296402552446052,6.900956645967071e-07,3.5043852026175745e-12,4.0799,4.0356,0,4079
115,2624.579969532196,-0.005697204421043163,1.170659342992373e-06,-6.043550702141753e-11,9.2761,10.3001,0,4079
116,2645.3155011782987,-0.005171313273012663,7.53749266187234e-07,1.4591533429857402e-11,7.0905,7.3086,0,4079
117,2664.639656981436,-0.00569446606355036,1.1564545338078754e-06,-5.798070883657724e-11,9.627,9.9925,0,4079
118,2684.1340448969895,-0.005748890728503699,1.1738701853195257e-06,-5.848551933271486e-11,8.9186,8.7938,0,4079
119,2699.4361646036773,-0.004970412188464381,6.649889680759637e-07,2.4134787927025425e-11,3.9449,4.1196,0,4079
120,2774.259792087998,-0.00635228079895895,1.115832266062484e-06,-3.192257627320038e-11,9.4862,9.8626,0,4079
121,2795.1489228867977,-0.006227175284231227,9.608673430808336e-07,-3.433836728075356e-12,7.1136,7.2654,0,4079
122,2814.319322854434,-0.006384100866226962,1.1332373068087844e-06,-3.494509465165491e-11,9.6673,9.9313,0,4079
123,2833.725952821599,-0.006138803985766091,9.52170579964966e-07,-5.392709811519615e-12,9.0352,8.6685,0,4079
124,2849.2498795220527,-0.006049423782975037,9.070715304049415e-07,-2.976817578880969e-12,3.8884,4.1256,0,4079
125,2927.889008244099,-0.006983598873613485,1.0339793498018009e-06,-3.1978041795520625e-12,9.4845,9.8398,0,4079
126,2948.883967505275,-0.007306764686612533,1.1886477217243639e-06,-2.351221464672601e-11,7.2078,7.1406,0,4079
127,2967.8707359423465,-0.006821932955961586,9.416160161602008e-07,9.739323649823803e-12,9.5752,10.0017,0,4079
128,2987.3736918202126,-0.006938519501852928,1.0056791983513024e-06,-1.3889972488963107e-12,8.7689,8.9189,0,4079
129,3002.9984455934873,-0.007170747192057327,1.1523860765026002e-06,-2.5797461145532518e-11,3.9613,4.0026,0,4079
130,3085.689493308612,-0.008007503491014988,1.2427211598020987e-06,-3.0248691675808996e-11,9.5253,9.7782,0,4079
131,3106.6224974051984,-0.008012246400664886,1.145734912859465e-06,8.653568960306463e-13,7.1783,7.1323,0,4079
132,3125.7245132801077,-0.00798939709700088,1.2375315712744775e-06,-3.114239939459963e-11,9.6145,9.9326,0,4079
133,3145.227855600227,-0.007996584941290324,1.1812445783875192e-06,-1.3677383191225652e-11,8.7571,8.8987,0,4079
134,3160.8051515076786,-0.0081043468985438,1.228953096958898e-06,-1.452172789241221e-11,4.0035,3.9029,0,4079
135,3247.8032623619906,-0.009039877736383001,1.3914918714726478e-06,-3.667963987826676e-11,9.5574,9.7079,0,4079
136,3268.7331646419193,-0.009056213878292467,1.3094301321531433e-06,-7.989408206139558e-12,7.1183,7.1519,0,4079
137,3287.8390088475676,-0.009057660123796586,1.4145036278356095e-06,-4.228211012599198e-11,9.7256,9.7839,0,4079
138,3307.3186829114366,-0.008965672174260012,1.2964790863509388e-06,-1.486828524986272e-11,8.7512,8.8755,0,4079
139,3322.912972315746,-0.009088899345972146,1.3445197940452854e-06,-1.553171108152203e-11,4.0342,3.8189,0,4079
140,3414.33288999616,-0.009872044886453688,1.3405572279009109e-06,4.570805735120338e-12,9.4799,9.7732,0,4079
141,3435.356945300895,-0.010129955340416249,1.4838311544286648e-06,-2.24512581575794e-11,6.9686,7.2642,0,4079
142,3454.3670497190387,-0.00982529102600177,1.314056012603928e-06,7.653475844127566e-12,9.5504,9.93,0,4079
143,3473.8739542666362,-0.009874095721374007,1.3141710737810877e-06,1.0666102324891835e-11,8.8747,8.6919,0,4079
144,3489.540490636514,-0.010259290988140447,1.6013765730920876e-06,-4.748437465179703e-11,3.7302,4.0751,0,4079
145,3585.5802127435213,-0.010887248496725883,1.454174435506671e-06,3.814289291895967e-12,9.3138,9.7304,0,4079
146,3606.6108674562524,-0.011137471329880305,1.590194092687216e-06,-2.0030101818972746e-11,6.9467,7.2534,0,4079
147,3625.6215334120534,-0.01084521382715589,1.4278969137819622e-06,7.04502161023982e-12,9.4437,9.7752,0,4079
148,3645.139020131525,-0.010902255813390238,1.4302825625083688e-06,1.0164977679540235e-11,8.9137,8.6476,0,4079
149,3660.843129273244,-0.01133151156089969,1.7301340881918493e-06,-4.643315148644481e-11,3.7731,4.0102,0,4079
150,3761.728679214548,-0.011922585029425298,1.5452091971230667e-06,1.1603366651567737e-11,9.4302,9.7465,0,4079
151,3782.811814665294,-0.01223709051104599,1.7379975640396149e-06,-2.5181615610915045e-11,6.9919,7.1835,0,4079
152,3801.773467861133,-0.011897036721946693,1.5304353081299278e-06,1.350445437806561e-11,9.5629,9.8621,0,4079
153,3821.2985696311457,-0.011979961426165083,1.576751185363236e-06,4.682024261638393e-12,8.8433,8.6929,0,4079
154,3837.0921793033285,-0.012522717778656968,1.919529204846934e-06,-5.7058353095843996e-11,3.8041,3.9727,0,4079
155,3943.0389259562726,-0.013138006481201924,1.759232033048091e-06,-5.074840189713734e-12,9.3114,9.856,0,4079
156,3964.129362172303,-0.013328952162136093,1.8581013535728867e-06,-2.352167891086182e-11,6.8758,7.2685,0,4079
157,3983.0948226118708,-0.013028065007128244,1.6599340306637043e-06,1.5294381720484477e-11,9.5624,9.853,0,4079
158,4002.6375429086816,-0.01315119188752408,1.747492539757316e-06,-3.3703578838958604e-12,8.8431,8.6913,0,4079
159,4018.4959237881903,-0.013686074049780589,2.051714634344501e-06,-5.411898692707659e-11,3.8194,3.968,0,4079
